term,status,repo,branch,commit,path,line_no,role,raw_url,context
직전에,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,206,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,초월 → 어떤 대상을 건너뛰다. / 임계상황 직전에 interface를 건너가다.
interface,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,206,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,초월 → 어떤 대상을 건너뛰다. / 임계상황 직전에 interface를 건너가다.
를,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,206,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,초월 → 어떤 대상을 건너뛰다. / 임계상황 직전에 interface를 건너가다.
건너가다,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,206,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,초월 → 어떤 대상을 건너뛰다. / 임계상황 직전에 interface를 건너가다.
추월,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
어떤,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
대상보다,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
더,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
전진하다,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
즉,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
전이,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
상황,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,208,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,추월 → 어떤 대상보다 더 전진하다. / 즉 전이 상황
존재,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
개체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
또는,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
객체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
즉,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
자연에,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
존재하는,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
것은,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
개체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
entity,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
생명체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
이외의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
것은,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
객체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
object,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,210,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,존재 → 개체 또는 객체 / 즉 자연에 존재하는 것은 개체 entity / 생명체 이외의 것은 객체 object
구조체,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
보호개념,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
2026,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
03,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
28,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
이후,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
이해변화,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,213,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,## 구조체 보호개념 2026-03-28 이후 이해변화
11,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
자연의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
이치를,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
수학으로,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
표현,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
이,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
영역,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
내부를,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
일부,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
추가한,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
것이다,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,214,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,11. 자연의 이치를 수학으로 표현 / 이 영역 내부를 일부 추가한 것이다.
B.,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
과,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
7,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
4,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,217,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,B. 3 과 7 = 3 <> (4) <> 3
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
은,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
7,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
과,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
다른,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
개념이다,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,219,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,3은 7과 다른 개념이다.
7,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
은,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
1,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
3,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
이,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
구조의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
대표예시가,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
중성자별의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
중심핵의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
전자기장의,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
나비날개,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
360,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
도,demoted_common,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
적도중심,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
토러스,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
허리띠,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
졸라맴,filtered_candidate,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,221,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,7은 3 <> (1) <> 3 / 이 구조의 대표예시가 중성자별의 중심핵의 전자기장의 나비날개360도 적도중심 토러스 허리띠 졸라맴 구조이다.
