term,repo,branch,commit,path,line_no,role,raw_url,context
8,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,50,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,8-2. the Attributes of Safety. /
2,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,50,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,8-2. the Attributes of Safety. /
Attributes,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,50,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,8-2. the Attributes of Safety. /
Safety.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,50,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,8-2. the Attributes of Safety. /
A.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
general,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
대다수의,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
사람들이,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
비슷하게,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
생각하는,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
것,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,52,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,A. general : 대다수의 사람들이 비슷하게 생각하는 것. /
Ba.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
rhythm,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
general,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
한,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
상태를,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
이루기,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
위한,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
기본전제,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
조건,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,54,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ba. rhythm : general 한 상태를 이루기 위한 기본전제 조건./
Bb,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,56,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bb : 존재.개체.생체리듬 /
존재,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,56,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bb : 존재.개체.생체리듬 /
개체,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,56,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bb : 존재.개체.생체리듬 /
생체리듬,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,56,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bb : 존재.개체.생체리듬 /
Bc,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
존재,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
객체,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
동작리듬,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
내가,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
지어낸거,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,58,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bc : .존재.객체.동작리듬 (내가 지어낸거) /
Bd.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
즉,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
항상,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
이전상태와,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
비슷하게,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
물리적,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
논리적인,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
흐름의,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
현상,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,60,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Bd. 즉 항상 이전상태와 비슷하게 물리적 and 논리적인 흐름의 현상. /
Ca.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
balance,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
각자,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
형편에,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
따라,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
비율분배,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
이,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
것은,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
각,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
객체의,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
속성에,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
따라,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
형평성에,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
맞게,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
책임을,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
분배하는,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
것,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,62,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Ca. balance : 각자 형편에 따라 비율분배. 이 것은 각 객체의 속성에 따라 형평성에 맞게 책임을 분배하는 것. /
Cb.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
average,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
와,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
다르다,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
이,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
것은,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
공동책임,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,64,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Cb. average 와 다르다. 이 것은 공동책임 /
Da.,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
default,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
극한으로,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
치달을,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
때,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
임계직전,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
되돌려,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
최초발생시점으로,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
가는,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
노력,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,66,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,Da. default : 극한으로 치달을 때 임계직전 되돌려 최초발생시점으로 가는 노력. /
9,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
XAWF,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
질문,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
호기심,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
1,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
8,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
까지,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
이해,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,71,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9. XAWF 질문 호기심 1~8까지 이해 /
9,SeungeFlow/SeungeFlow,first_flow,1fa5f28ca7647da445a5b2ef130f3852845ccb68,README.md,75,structure-body protection surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/1fa5f28ca7647da445a5b2ef130f3852845ccb68/README.md,9-1. XAWF는 사람 저마다의 성향이 다르기 때문에 활용방식이 다르다. 또한 같은 사람이라도 다른 층위에서는 다른 방식으로 활용해야 한다. 주로 위아래 X 와 W 의 기본개념이 변경./
